Text,Source
He cited the case of a Swiss oil trader who recently put out bids via telex for an oil tanker to pick up a cargo of crude in the Middle East.,ontonotes5
Millicom Inc. said it is one of two companies to receive a license to introduce and operate a cellular mobile telephone system in Pakistan.,ontonotes5
Cable & Wireless PLC of Britain won the other license.,ontonotes5
"Millicom said it would build and operate the system in Pakistan with Comvik International AB, part of the Kinnevik group of Sweden, and Arfeen International, Pakistan.",ontonotes5
"BNL, which is controlled by the Italian Treasury, was rocked by the disclosure last month that its Atlanta branch extended more than$ 3 billion in unauthorized credits to Iraq.",ontonotes5
"The ensuing scandal, in which the bank's management resigned, has helped renew calls for privatization, or at least an overhaul, of Italy's banking system, which is about 80% state-controlled.",ontonotes5
"The shares were suspended from trading following disclosure of the Atlanta scandal; Consob, the stock exchange regulatory body, reportedly will decide soon whether to end the trading suspension.",ontonotes5
WASHINGTON LIES LOW after the stock market's roller-coaster ride.,ontonotes5
BAKER FALTERS in the Mideast amid Israeli paralysis and Palestinian politics.,ontonotes5
"Despite seeing his plan for Israeli-Palestinian elections wither, the cautious secretary of state is so far unwilling to cut U.S. economic or military aid to force Israeli cooperation.",ontonotes5
"Meanwhile, some U.S. officials fear PLO chief Arafat is getting cold feet and may back off from his recent moderation and renunciation of terrorism.",ontonotes5
"He is under intense fire from other Palestinian groups; Syria is pushing Ahmad Jibril, whose terrorist band is blamed for the Pan Am 103 bombing, as an alternative to Arafat.",ontonotes5
COOPERATION WANES on weapons development between the U.S. and Europe.,ontonotes5
"Britain, France and Italy pull out of a proposal to build new NATO frigates; the U.S. and West Germany have each withdrawn from missile projects.",ontonotes5
Virginia GOP lieutenant governor candidate Eddy Dalton tries to have it both ways on the abortion issue.,ontonotes5
"Other conservatives thought to be on the administration's short list include Washington lawyer Michael Uhlmann, who was passed over for the No. 2 job at the Justice Department, and Marshall Breger, chairman of a U.S. agency on administration.",ontonotes5
"In the wake of the failed Panama coup, a bumper sticker appears: ``Ollie Would Have Got Him.''...",ontonotes5
"A GOP Senate fund-raising letter from Sen. Burns of Montana is made to appear personally written, and its opening line is, ``Please excuse my handwriting.''",ontonotes5
Now she leads a grassroots abortion-rights campaign in Passaic County for pro-choice Democratic gubernatorial candidate James Florio.,ontonotes5
"New Jersey's own highest court remains a liberal bulwark against major restrictions on abortion, but the U.S. Supreme Court ruling, Webster vs. Missouri, has engaged voters across the nation who had been insulated from the issue.",ontonotes5
"A recent pro-choice rally in Trenton drew thousands, and in a major reversal, Congress is defying a presidential veto and demanding that Medicaid abortions be permitted in cases of rape and incest.",ontonotes5
"``If Webster hadn't happened, you wouldn't be here ,'' Linda Bowker tells a reporter in the Trenton office of the National Organization for Women.",ontonotes5
New Jersey is a proving ground for this aggressive women's-rights movement this year.,ontonotes5
"In Cherry Hill, the National Abortion Rights Action League, whose goal is to sign up 50,000 pro-choice voters, targets a union breakfast to build labor support for its cause.",ontonotes5
"A year ago this fall, New Jersey voters under 30 favored George Bush by 56% to 39% over Michael Dukakis, according to a survey then by Rutgers University's Eagleton Institute.",ontonotes5
"Abortion alone can't explain this shift, but New Jersey is a model of how so personal an issue can become a baseline of sorts in judging a candidate.",ontonotes5
"The Camden County congressman still carries himself with a trademark ``I -'m coming-down-your-throat'' intensity, but at a pause in Newark's Columbus Day parade recently, he was dancing with his wife in the middle of the avenue in the city's old Italian-American ward.",ontonotes5
"Like many of his colleagues, he didn't serve in Vietnam in the 1960s yet embraced a hawkish defense and foreign policy--even voting against a 1984 resolution critical of the U.S. mining of Nicaraguan harbors.",ontonotes5
"Jack Kemp and the writers Irving Kristol and George Gilder were influences, and Mr. Courter's own conservative credentials proved useful to the current New Jersey GOP governor, Thomas Kean, in the 1981 Republican primary here.",ontonotes5
"While the Warren County congressman pursued an anti-government, anti-tax agenda in Washington, Gov. Kean was approving increased income and sales taxes at home and overseeing a near doubling in the size of New Jersey's budget in his eight years in office.",ontonotes5
He is warm and polished before a Puerto Rican Congress in Asbury Park.,ontonotes5
"When he is presented with a poster celebrating the organization's 20th anniversary, he recognizes a photograph of one of the founders and recalls time spent together in Camden.",ontonotes5
Details and Camden are essential Florio.,ontonotes5
His base in South Jersey and on the House Energy and Commerce Committee helped him sustain a network of political-action committees to preserve his edge.,ontonotes5
"In Monmouth, an important swing area, Republican freeholders now run on a slogan promising to keep the county ``clean and green.''",ontonotes5
"The Democratic lawmaker fits a pattern of younger reformers arising out of old machines, but his ties to Camden remain a sore point because of the county's past corruption.",ontonotes5
"Pasquale Pignatelli, an unlikely but enthusiastic pipe major in an Essex County Irish bagpipe band, speaks sadly of Mr. Florio.",ontonotes5
The president said that he and the Kremlin leader would meet Dec. 2-3 aboard U.S. and Soviet naval vessels in the Mediterranean to discuss a wide range of issues without a formal agenda.,ontonotes5
A simultaneous announcement was made in Moscow.,ontonotes5
"Israel's army lifted a blockade around a Palestinian town in the occupied West Bank, ending a 42-day campaign of seizing cars, furniture and other goods to crush a tax boycott.",ontonotes5
East German leader Krenz arrived in Moscow for talks today with Gorbachev on restructuring proposals.,ontonotes5
"In East Berlin, Communist Party officials considered legalizing New Forum, the country's largest opposition alliance, as about 20,000 demonstrators staged protests in three cities to press demands for democratic freedoms.",ontonotes5
Nicaragua's Ortega postponed until today a decision on whether to end a 19-month-old cease-fire in the conflict with the Contra rebels.,ontonotes5
"In Washington, the Senate voted to condemn Ortega's threat to cancel the truce, and Bush said he would review U.S. policy toward Managua, including the possibility of renewing military aid to the rebels.",ontonotes5
Chinese leader Deng told former President Nixon that the U.S. was deeply involved in ``the turmoil and counterrevolutionary rebellion'' that gripped Beijing last spring.,ontonotes5
"Nixon, on the fourth day of a private visit to China, said that damage to Sino-U.S. relations was ``very great ,'' calling the situation ``the most serious'' since 1972.",ontonotes5
"Afghanistan's troops broke through a guerrilla blockade on the strategic Salang Highway, allowing trucks carrying food and other necessities to reach Kabul after a missile attack on rebel strongholds.",ontonotes5
"Turkey's legislature elected Prime Minister Ozal as the country's first civilian president since 1960, opening the way for a change of government under a new premier he will select.",ontonotes5
"The vote in Ankara was boycotted by opposition politicians, who vowed to oust Ozal.",ontonotes5
"South Africa's government dismissed demands by right-wing Conservatives, the nation's main opposition party, for emergency talks on Pretoria's recent tolerance of dissent.",ontonotes5
"The government also urged whites to refrain from panic over growing black protests, such as the massive anti-apartheid rally Sunday on the outskirts of Soweto.",ontonotes5
"Researchers in Belgium said they have developed a genetic engineering technique for creating hybrid plants for a number of crops, such as cotton, soybeans and rice.",ontonotes5
"A bomb exploded at a leftist union hall in San Salvador, killing at least eight people and injuring about 30 others, including two Americans, authorities said.",ontonotes5
"The blast, which wrecked the opposition labor group's offices, was the latest in a series of attacks in El Salvador's 10-year-old civil war.",ontonotes5
Hungary's Parliament voted to hold a national referendum on an election to fill the new post of president.,ontonotes5
"A spokesman for Democratic Sen. Pell of Rhode Island said, however, that the Immigration and Naturalization Service would review the stowaway's request.",ontonotes5
"Xinhua News Agency, Paris, September 1st, by reporter Youhao Zhang",ontonotes5
"Laiaoter, minister of France's National Defense Department said on the 1st that France is studying plans to withdraw troops from Bosnia-Herzegovina.",ontonotes5
Laiaoter said these words when delivering a speech to TV reporters in Paris.,ontonotes5
"He pointed out that, the US suggesting lifting the weapons embargo to Bosnia-Herzegovina means that""international aid will probably end""and""great public conflicts will break out again""and this would produce""serious consequences that cause heavy losses "".",ontonotes5
"Laiaoter said,""in this case, the safety of the peacekeeping force of UN will have no guarantee, and we can not accept lifting the weapons embargo to Bosnia-Herzegovina. """,ontonotes5
"Chiewpy, France's Minister of Foreign Affairs, also expressed clearly last week that,""the prerequisites for""lifting the embargo""are that France withdraws its blue helmet troops and the withdrawal of all peacekeeping forces of the UN "".",ontonotes5
"Since the conflict in the Bosnia-Herzegovina broke out in February, 1992, France has always stationed about 4000 officials and soldiers in Bosnia-Herzegovina.",ontonotes5
"US President Clinton declared on August 10th that, if the Serbian people of Bosnia-Herzegovina still did not accept the five countries ' peace program by October 15th, he would ask the United Nations Security Council to pass a resolution to lift the weapons embargo to Bosnia-Herzegovina.",ontonotes5
"If the United Nations Security Council failed to pass such a resolution, he would seek a unilateral lifting of the weapons embargo to Bosnia-Herzegovina by the US.",ontonotes5
"Xinhua News Agency, Beijing, September 1st, by reporter Guojun Yang",ontonotes5
"When meeting with Chavalit Yoncayu, vice-premier and concurrent Minister of Domestic Affairs of Thailand, at the Diaoyutai State Guesthouse today, Huaqing Liu, vice-chairman of the Central Military Commission said that China placed a great deal of importance in developing friendship with the government, people and Armed Forces of Thailand, especially the economic and trade cooperation between the two countries.",ontonotes5
"Huaqing Liu said that, the people of China and Thailand have traditional friendship and the relationship between the two countries was also very friendly too.",ontonotes5
He said that this visit by vice-premier Chavalit and mutual visits by other high-level leaders of China and Thailand were beneficial in promoting further development of relationships and the efficient cooperation in all fields between the two countries.,ontonotes5
"He said that in recent years, the development of China's economy has accelerated, and the government and the people of Thailand feel extremely happy.",ontonotes5
He said that he agreed with Huaqing Liu's opinion that Thailand and China should further develop various forms of economic and trade cooperation.,ontonotes5
"Xinhua News Agency, Beijing, September 1st",ontonotes5
"Guofang Shen, The foreign ministry spokesperson, announced at a news conference held this afternoon that President Gentzs Aerpade of the Hungary Republic, would pay a State visit to China from September 14th to the 17th at the invitation of president Zemin Jiang.",ontonotes5
"He also announced that Casymier Auye Muba, premier of the Gabon Republic, would pay a formal, friendly visit to China from September 6th to the 11th at the invitation of Peng Li, premier of the State Council.",ontonotes5
"At the invitation of Peng Li, premier of the State Council, premier and first vice-president of the Tanzania United Republic, John Malsela will pay an official visit to China from September 9th to the 13th.",ontonotes5
"Xinhua News Agency, Jerusalem, September 1st ,",ontonotes5
Israel and Jordan decided to open up the Great Hussein Bridge in the northern part of the common border between the two countries becoming the second border port between the two countries.,ontonotes5
An Israeli radio station reported today that the joint delegation from Israel and Jordan had examined this bridge situated over the Jordan River in the Beisan valley.,ontonotes5
"According to the""Washington Declaration""signed by King Hussein of Jordan and Premier Rabin of Israel on July 25th, the two parties will open up two border ports.",ontonotes5
"Alaba, the border port situated between Ykeba of Jordan and Ailat of Israel, was already opened on August 8th.",ontonotes5
"Xinhua News Agency, Bishket, April 23rd, by reporters Menjun Ju and Xiaoguang Hu",ontonotes5
Principles of parties concerned from China and Kirghizia signed six documents here today.,ontonotes5
"The six documents are: an agreement on Chinese providing a loan to the Kirghizia government, an agreement on forming a combined Economy and Trade Committee between the Sino-Kirghizian governments, an note exchange on the presenting of materials to Kirghizia by China, a cultural cooperation agreement between the two countries of China and Kirghizia, ratification letters on exchanging consular treaties between the two countries, an agreement on cooperating on the China Trade Promotion Council and the Kirghizian Chamber of Industry and Commerce.",ontonotes5
"He expressed that, this visit by Premier Peng Li would promote the peace, security and stability of the Central Asian region.",ontonotes5
"Premier Peng Li said that, this visit had improved mutual friendship and understanding and set a good foundation for further cooperation between China and Kirghizia.",ontonotes5
"He expressed hopes that the Central Asian region would be stable and developed, and that the standard of living of the people would continuously improve.",ontonotes5
"Xinhua news agency August 31, Rome, reporters Changrui Huang and Zongxin Zhou",ontonotes5
The 7th World Swimming Championships opened in Rome tonight.,ontonotes5
"China will send 34 competitors to participate in 3 competition categories, among them are, 15 swimming competitors, 10 diving competitors, and 9 water ballet competitors.",ontonotes5
All the diving competitors have already arrived in Rome and started pre-competition preparations.,ontonotes5
"Bi Li, one of the coach patriarchs of the National Women's Football Team, revealed the recent""3 step melody""of the national women's football team to journalists a few days ago in the Wuhu arena of the National Women's Football League Competition.",ontonotes5
"After the league matches, team members will head straight to Kunming for a month of training.",ontonotes5
"The third step will be to go to the US to take part in the""big four world match "".",ontonotes5
"By competing against these strong world teams from the US, Sweden and Norway, the team hopes to be better exercised, and at the same time, to understand the strengths of the strong teams of women's world football, in order to make preparation for the 2nd Women's World Cup next year.",ontonotes5
"Many years ago, Baglioni composed a song named""Little love is as deep as the ocean""and it instantly became a popular hit throughout Italy and made Baglioni widely known as a popular song composer.",ontonotes5
It implies that good swimming athletes coming from five continents and four oceans assembled together in Rome to strengthen understanding and enhance friendship through competition.,ontonotes5
"Xinhua News Agency, Beijing, September 1st",ontonotes5
"In women's competition, the second seed, Spain's Sanches was challenged by the French player N. Taugia, but Sanches prevailed 6: 2, 7: 6 to enter the third round.",ontonotes5
"Xinhua News Agency, Paris, September 1st, by reporter Youhao Zhang",ontonotes5
"The twelfth International Olympic Convention held in Paris entered a third day today, and the commissioner of the Athlete Committee of the IOC, famous former Chinese gymnast, Ning Li, gave speeches about the relation between physical education and economy at the convention.",ontonotes5
"Xinhua News Agency, Jakarta, April 23rd, by reporters Xinkao Zhao and Ruiping Liu",ontonotes5
"Xinhua news agency, Beijing, August 31st",ontonotes5
"On the 30th, the matches that took place in the New York National Tennis Center basically progressed smoothly.",ontonotes5
"Among them, the second seed, famous Croatian athlete Yivonisvic and the previous champion of the men's singles of the US Open, from Germany Beker both failed to enter the second round.",ontonotes5
"Xinhua News Agency, Berlin, August 30th, by reporter Yong Guo",ontonotes5
"The Berlin Track And Field Championship Competition was held at the Berlin Olympic Stadium tonight, local time.",ontonotes5
"The famous 110 meter hurdle competitor from the UK, Jackson, and the famous long-jump competitor from the US, Powell clinched the gold medals for the 110 hurdle and long-jump, thereby maintaining victory in the four station championship competition named""Four Gold "", sharing 20 gold bars worth 250,000 US dollars.",ontonotes5
"In the first three stops of the""Four Gold ' championship competition held earlier in Oslo, Zurich and Brussels, Jackson and Powell clinched the championships in their respective events.",ontonotes5
"The UK's 100-meter favorite, Christy, suffered 2 setbacks within three days.",ontonotes5
He only achieved third position in the 100 meters competition in Berlin with an achievement of 10.02 seconds.,ontonotes5
"US competitors, Michele and Dumont clinched the first and second position in 10 seconds flat and 10.01 seconds respectively.",ontonotes5
"Another competitor from the US, the famous men's 400 meter competitor Johnson, with a time of 44.04 seconds, ran the best in the world in this event in this season.",ontonotes5
"In other men's events, Burundi's competitor Winster Neonjab won first place for the 1500 meter event, with an achievement of 3 minutes 31.18 seconds.",ontonotes5
"In the 5000 meter competition, Germany's competitor Deater Bomen won the championship with a time of 13 minutes 12.47 seconds.",ontonotes5
"Zambia's Samel Matitle won first place in the 400 meter hurdle, with an achievement of 48.22 seconds.",ontonotes5
"Cuba's competitor, Sothomayuel and Bahamas ' competitor Troy Campuk were both ranked first place in the high jump, with achievements of both 2.30 meters.",ontonotes5
"In the women's event, Canada's competitor, Angela Chamos won first place for the 1500 meter event, with an achievement of 4 minutes 4.39 seconds.",ontonotes5
"Xinhua News Agency, Shijiazhuang, August 31st, by reporter Ruyue Jing",ontonotes5
"The""Pentium""Cup National Track And Field Championship Competition drew to an end at the Tangshan Sports Center of Hebei province this morning.",ontonotes5
"The Guangdong team won 6 gold medals, ranking second.",ontonotes5
The Shanghai and the Sichuan teams each won 5 gold medals and ranked third.,ontonotes5
"Separately receiving first place: Yahao Chen -LRB- men's 110 meter hurdles, Shanghai -RRB-, Zhili Ning -LRB- men's 1500 meter, Shanghai -RRB-, Po Hong -LRB- men's 5000 meter, Henan -RRB-, Hongyong Bi -LRB- men's high jump, Shandong -RRB-, Junlian Chen -LRB- men's shooting, Fujian -RRB-, Chaoxia Dong -LRB- women's 10000 meter, Shanghai -RRB-, Xinmei Sui -LRB- women's shot-put, Shanghai -RRB-.",ontonotes5
"The gold medal of 4 relay events were separately won by national men's and women's teams, the Guangdong's men ' s team and the Hebei women's team.",ontonotes5
"Due to preparation for the Asian Games in Hiroshima, most of the good national track and field competitors did not sign up to participate in the competition this time round, only 21 members of the national team appeared in events such as sprinting, relays, the high jump, the long jump, shot-put, etc., the medium to long run women's team from Liaoning province did not come either.",ontonotes5
"For instance, the 17-year old Jie Feng from Hebei team achieved a good result of 6.58 meters in the women's long jump final, and won the silver medal in this event, breaking the national youth record.",ontonotes5
"Xinhua News Agency, Beijing September 1st, by reporter Hepu Li",ontonotes5
The organizing committee for the Sixth Far East and South Pacific Region Handicapped Sports Meet held a news conference this afternoon at the International Conference Center here.,ontonotes5
"More than 400 overseas guests will come to visit and observe, including among them an observer delegation from Bangkok, Thailand, the host of the next Far South Sports Meet, an observer delegation from the 1996 US Atlanta Special Olympics Meet, an observer delegation from the 1996 Nagano Winter Special Olympics Meet, and an observer delegation from the 1995 US Special Olympics Meet.",ontonotes5
"In the past few days, Beijing and places all over the country held a series of rich and colorful promotional activities to welcome the opening of the Far South Sports Meet.",ontonotes5
"The whole city of Beijing is filled with a warm atmosphere, the appearance of the city is brand new, colorful flags fly over big streets and small alleys, and the citizens of Beijing city are eagerly looking forward to the grand opening ceremony of the Far South Sports Meet.",ontonotes5
"Xinhua News Agency, Tokyo, September 1st, by reporter Yiguo Yu",ontonotes5
The Japanese delegation participating in the Sixth Far East and South Pacific Region Handicapped Sports Meet held a grand swearing in ceremony in Tokyo this afternoon.,ontonotes5
"Souya said, the Far South Sports Meet was an international sports meet that attracts the world's attention, and the scale of this sports meet to be held in Beijing is the largest to date.",ontonotes5
"He hoped that all the athletes would""fully demonstrate the strength and skill that they cultivate daily, as the competitors representing Japan, they should carry out competition with athletes from various countries honestly "".",ontonotes5
"Souya emphasized, the Japanese delegation must make use of this opportunity of participation in the Beijing Far South Sports Meet""to deepen friendship with athletes from various countries, and expand the scope of international friendliness. """,ontonotes5
"Souya handed over the delegation flag of the Japanese delegation to the head of the delegation and Director of the Tokyo Handicapped Integrated Sports Center, Banminyan.",ontonotes5
The Japanese delegation will fly to Beijing on the 2nd.,ontonotes5
"After the closing ceremonies of the Sports Meet, they will continue to remain in Beijing for two days, to carry out interaction activities with relevant Chinese parties and visit and tour, and return to Japan on 13th.",ontonotes5
"Xinhua News Agency, Changping, September 1st",ontonotes5
"Xinhua News Agency, Seoul, August 31st, by reporter Shuifu Tang",ontonotes5
"The first""Le Tian Cup""China and Korea Go competition started today at Fushan, the second largest city of Korea.",ontonotes5
"The Go teams from China and Korea will shift to Seoul on September 1st, and will hold the second competition in the Le Tian Hotel on the 2nd.",ontonotes5
"Xinhua News Agency, Beijing, September 1st",ontonotes5
"Reporter Hepu Li learned from the external liaison department of the organizing committee of the Sixth Far East and South Pacific Region Handicapped Sports Meet: up till tonight, delegations from 31 countries and regions participating in the sports meet this time have already arrived in Beijing and moved into the athlete's village.",ontonotes5
"These countries and regions are: Australia, Brunei, Taipei, China, Fiji, Hong Kong, India, Indonesia, Kiribati, South Korea, Laos, Macao, Malaysia, Maldives, Myanmar, Nauru, New Caledonia, New Zealand, Nui, Pakistan, Papua New Guinea, Philippines, Singapore, Solomon Islands, Sri Lanka, Thailand, Tonga, Turkmenistan, Vanuatu, Vietnam, Wallis and Futuna, West Samoa.",ontonotes5
The sports delegation from hosting China has already moved into the athlete's village on August 25th.,ontonotes5
"Xinhua News Agency, Rome, September 1st, by reporters Aiguo Yang and Changrui Huang",ontonotes5
"In the preliminaries, Wei Lan, who is 26 years old this year, from Guangdong, with outstanding skill, occupied the lead position with a total score of 355.35 points.",ontonotes5
"Sheng Chen, who is 19 years old this year, from Hubei, is temporarily in the sixth position, the a total score of 342.60 points.",ontonotes5
"The competitor from Zimbabwe, Si Aiwan, who is temporarily in third place, has a total score of 354.39 points.",ontonotes5
"Mingxia Fu, who won the championship for our country at the World Championship and the Olympic Games, and the competitor from Hebei, Bin Chi, who won the championship at the World Cup will participate in the competition.",ontonotes5
"Xinhua News Agency, Rome, September 1st, by reporters Changrui Huang and Aiguo Yang",ontonotes5
"Occupying the second position is the US competitor, Richard.",ontonotes5
"The results of today's preliminary women's water-polo competition are: the Hungarian team defeated the Canadian team by 13: 7, the French team defeated the Brazilian team by 10: 9, the Australian team defeated the German team by 10: 8, the Russian team defeated the Dutch team by 7: 6, the US team defeated the Kazakhstani team by 10: 5, and the Italian team defeated the New Zealand team by 12: 2.",ontonotes5
"Xinhua News Agency, Beijing, March 13 by wire -",ontonotes5
"According to statistical data from the Customs Head Office, up to February of this year, China's foreign trade imports and exports have continued to maintain a growth trend.",ontonotes5
"Up to February of this year, China's general trade exports have decreased noticeably, while the trade of the processing industries continued to increase steadily.",ontonotes5
"China's exports of major light and textile industry products, and of agricultural and sideline products decreased, however, compared to the same period of last year.",ontonotes5
"Of these, the import of primarily formed plastic was 1.1 million tons, increasing by 47.7%, with a value of 950 million US dollars, and representing China's largest single import commodity this year.",ontonotes5
The proportion this represented in China's gross value of imports and exports rose from 37% for the same period last year to 45.9%.,ontonotes5
"Xinhua News Agency, Dalian, March 16, by wire -LRB- reporter Hua Zhao -RRB-",ontonotes5
"This reporter learned a few days ago from the recently convened working conference of Dalian City on its opening to the outside world held here that, in 1995, the export volume of Dalian's""three-capital""enterprises reached 1.44 billion US dollars, which was more than a half of the city's export volume.",ontonotes5
Dalian is one of China's cities that resident foreign businessmen focus on most.,ontonotes5
"According to presentations, last year, Dalian's foreign trade export under all kinds of unfavorable conditions, still maintained continuous growth momentum.",ontonotes5
"This rate was higher than Dalian's GNP growth margin or the national foreign trade export average growth rate, and ranked the seventh on the list of all exporting city in China.",ontonotes5
"By their intensive technology and high quality, these""three-capital""enterprises raised the status of export commodities of Dalian, thus improving Dalian's export commodity structure in the direction of intensive processing of finished products.",ontonotes5
"At present, in the Dalian's export commodity structure, primary products are only less than 30% while the proportion of industrial finished products is more than 70%.",ontonotes5
"Statistical materials show that last year, Dalian's export to South Korea reached more than 100 million US dollars.",ontonotes5
More and more Korean enterprises are focusing on Dalian.,ontonotes5
Korean investments in Dalian have kept growing for three consecutive years running.,ontonotes5
"Last year, Korean invested enterprises approved by Dalian reached 166 and agreed foreign funds reached 320 million US dollars, increasing by more than 30 percent and 1.5 times respectively over the previous year.",ontonotes5
"Xinhua News Agency, Rangoon, March 17th, by reporter Yunfei Zhang",ontonotes5
"Banharn Silpa-Archa, prime minister of Thailand, who arrived at Myanmar this morning to pay a visit, and Than Shwe, chairman of the State Law and Order Restoration Council and prime minister of Myanmaran government, chaired the signing ceremony.",ontonotes5
"Since 1988, Myanmar has signed border trade agreements with China, India and Bengal.",ontonotes5
Myanmaran officials revealed that the total trade volume between Myanmar and Thailand exceeded 300 million US dollars in 1995.,ontonotes5
Banharn is the first prime minister of Thailand to visit Myanmar since the latter half of 1980.,ontonotes5
"It is thought that the purpose of this visit is to improve and develop the relationship between the two countries, to strengthen bilateral economic and trade co-operation and to expand Thailand's investment in Myanmar.",ontonotes5
"Yesterday and today, the Myanmaran government reopened three main trading ports located in the border area of Myanmar and Thailand that were closed last year.",ontonotes5
"Xinhua News Agency, Beijing, March 18th",ontonotes5
General Electric of the US and the Southwest Medical Equipment Factory of the Medical Appliance Industry Company of China recently signed a contract to jointly invest 6 million US dollars to establish a joint venture enterprise in Chengdu.,ontonotes5
It is reported that this is the 14th joint venture enterprise to be established in China by the investment by General Electric.,ontonotes5
"At present, the total amount of investment of GE in China has reached 150 million US dollars.",ontonotes5
"Apart from setting up joint venture enterprises, GE also invested more than 1 billion US dollars in China by means of airplane and container leasing.",ontonotes5
"GE now has more than 8,000 employees in China.",ontonotes5
"Moreover, in 1994, GE purchased more than 40 million US dollars in products in China, and planned to increase purchasing volume of Chinese products in the next two years.",ontonotes5
"Xinhua News Agency, Guangzhou, March 28th, by reporter Xiaohui Che",ontonotes5
"Today, the""'96 seminar on the actual practice of tax reform and accounting system for imported raw materials "", jointly sponsored by the Guangdong Branch of the China Trade Promotion Council and the Hong Kong Chinese General Chamber of Commerce, was held in Guangzhou to introduce visiting businessmen from Hong Kong, Macao and mainland to the three main policy adjustments for foreign economy and trade to be implemented by the State this year.",ontonotes5
"Of the three adjustments, the bank accounting system of deposits for the processing trade to be implemented nationally in July became the focus of concern of visiting businessmen from Hong Kong and Macao.",ontonotes5
"According to presentations, in recent years, foreign economy and trade in Guangdong has been rapidly developing, including customer's processed materials, imported processed materials, and processing trade undertaken by foreign investment enterprises, which occupies quite a large proportion.",ontonotes5
"Last year, the total export value of Guangdong's processing trade reached 40 billion US dollars, accounting for approximately 80% of the province's total export value.",ontonotes5
"In recent years, manufacturers from Taiwan have also established more than 7,000 processing enterprises in Guangdong.",ontonotes5
"The processing trade occupies a crucial position in the development of foreign economy and trade in Guangdong and at the same time is important content in the economic and trade cooperation between Guangdong, Hong Kong, Macao and Taiwan.",ontonotes5
"According to reports, in Dongguan City, a processing trade accounting system experimental city, Dongguan Area Customs received in total more than 8,400 contract records from enterprises from December 27th of last year to March 15th of this year, slightly increasing compared to before the experiment.",ontonotes5
"Xinhua News Agency, Beijing, March 3, by wire -LRB- reporter Liang Zhou -RRB-",ontonotes5
"During the""eighth five-year plan""period -LRB- 1991-1995 -RRB-, China's opening up to the outside world is moving forward with unprecedented speed.",ontonotes5
The national economy is broadening its participation wider range of international delegation and international exchange; economic and technical cooperation and exchange between China and overseas has already infiltrated into every aspect of China's economic life.,ontonotes5
"According to material provided by the Ministry of Foreign Economy and Trade, during the""eighth five-year plan""period, China's total volume of imports and exports reached 1.01 trillion US dollars, doubling that of the""seventh five-year plan""period -LRB- 1986-1990 -RRB-, with the rank in world trade rising from 15th in 1990 to 11th.",ontonotes5
"Moreover, the structure of export commodities continues to be optimized, and last year's export volume of manufactured products accounted for 85.6% of the whole country's total export, increasing by 11.1% over 1990, clearly indicating that, compared with the past, China's industrial product manufacturing levels has improved a great deal, and that the situation of mainly exporting primary products has been changed.",ontonotes5
"With regard to attracting foreign business investments, China has become the developing country with the most utilization of foreign funds in the world.",ontonotes5
"During the""eighth five-year plan""period, China approved a total of 229,800 foreign invested projects and the actual utilization of foreign funds was 114.7 billion US dollars, increasing by 9.1 times and 6.84 times respectively over the""seventh five-year plan""period, moreover, more foreign funds were used for the kind of nationally encouraged investment projects.",ontonotes5
"At the same time, China imported technology and complete sets of equipment from more than thirty countries and regions, and the total amount of contract funds has increased by nearly 50% over that of the""seventh five-year plan""period.",ontonotes5
"According to experts ' predictions, the degree of dependence between China's GNP and its total volume of imports and exports has already reached nearly 50%.",ontonotes5
This index means that almost half of China's economic life now is related to the international market.,ontonotes5
"What especially deserves mentioning is that during the""eighth five-year plan""period China's opening to the outside world has already taken the shape of gradually moving from coastal and riverside areas to its inland and remote areas.",ontonotes5
"In the past, China's opening to the outside gave priority to trade in commodities, the introduction of technology, and joint investment cooperatives, but now it has started to advance toward high levels of introducing service and introducing modern capital utilization methods, etc., and it has already begun to export capital overseas and even started participating in international financial operations.",ontonotes5
"Xinhua News Agency, Guangzhou, March 4, by wire -LRB- reporter Wanming Gu -RRB-",ontonotes5
"During the""eighth five-year plan""period -LRB- 1991 to 1995 -RRB-, the electronic industrial emergent industry in Guangdong had a rapid development speed and had beneficial results.",ontonotes5
Its annual growth rate was 36.9% and its electronic industry output ranked first in China.,ontonotes5
"During the""eighth five-year plan""period, 7 billion yuan were invested in Guangdong's electronic industry and enterprise reform and development are progressing.",ontonotes5
"During the""eighth five-year plan""period, Guangdong's electronic industry optimized its local distribution forming dominance in local centralized development.",ontonotes5
The Zhujiang Delta has become the center of electronic industry.,ontonotes5
The top seven cities with electronic industry output are all in the Zhujiang Delta.,ontonotes5
Shenzhen and Huizhou have become output bases of the electronic industry.,ontonotes5
"Guangdong's electronic industry has realized the strategic shift""from a domestic sales focus to an overseas sales focus "", and product exports increased swiftly.",ontonotes5
The export volume accounted for 50%-90% of the total output respectively and the export deliveries have ranked first in China for many years running.,ontonotes5
"Xinhua News Agency, Fuzhou, March 4th, by reporter Ting Xu",ontonotes5
"Fujian Province, located in southeast China's coastal area, has tasted the benefits in recent years of the vigorous development of new high level technology industry.",ontonotes5
"According to the Fujian""revival through science and education""strategy and the program of constructing high-tech industry belts on the western side of the Straits, by 2000, the structural pattern of industry being led by new high level technology will basically be formed in this area.",ontonotes5
"Last year, Fujian province's output of new high level technology industry reached 30 billion yuan, and its sales revenue was 49.6 billion yuan.",ontonotes5
